评论日期,评论者昵称,性别,所在城市,猫眼等级,评分,评论内容
2018-10-2,JyI720228356,0,中山,2,5,画面太美了，全员演技派，故事精彩，还想二刷
2018-10-2,廖端端先生,1,重庆,2,5,邓超也特别具有综艺范儿。
2018-10-2,pKI537932611,0,天津,3,4,画面和音效都很棒，举伞的动作🤔
2018-10-2,笑看滴水熬成珠,0,佳木斯,1,4.5,喜欢里面的色调，邓超演技确实可以，娘娘的哭戏一如既往的给人代入感。唯一美中不足的是吴磊的声音太出戏
2018-10-2,饿货好饿,2,广州,2,1,看的好尴尬，三思而后行
2018-10-2,唐僧吸舔取巾,1,武汉,4,3,开头看着想睡觉，看开头也就猜到结局了
2018-10-2,FOm882898320,0,乐山,3,5,nice....
2018-10-2,不想淋雨,2,北京,2,5,国民闺女就是要好好的拍戏了。
2018-10-2,毅亟,1,济宁,2,5,精彩点全在后半部分，拍的很好，前面做了很多铺垫，如果不好好看不会觉得好看
2018-10-2,落花无夜,1,呼和浩特,4,4.5,抛开剧情因素不谈，电影的整体呈现十分押题，能看出导演想表达诉求。仁者见仁 智者见智的影片，值得电影院一刷。
2018-10-2,WJR377313373,0,郑州,2,5,港股得罪了阿姨的啊你们是不是在你那
2018-10-2,巷子里的耗子,1,南充,3,0.5,超级难看，垃圾
2018-10-2,aMG590757927,1,宜昌,2,3,最后的剧情猜的一清二楚
2018-10-2,🌵.,2,北京,2,5,厉害勒 大片
2018-10-2,思考开朗,1,哈尔滨,3,4,推荐观影。。
2018-10-2,Ody74634108,0,蚌埠,2,5,好看好看好看
2018-10-2,CKQwzj,0,贵阳,2,1.5,不好看剧情很狗血真的不怎么样，
2018-10-2,回忆过去,2,成都,2,5,就是非常喜欢这种类型的电影么么哒。
2018-10-2,ss,2,清远,3,4.5,不错，画面布局精彩
2018-10-2,玲珑 ,0,天津,2,4,挺不错的。几位主演和客串演员的演技棒棒滴！就是血腥场面多了些，女性观众看着有点那个！
2018-10-2,UCG928197578,0,辽阳,2,0,啥，破玩意，糊弄💰
2018-10-2,iRL377859782,0,哈尔滨,2,4.5,最后留一个悬念 真的是不太喜欢 而且整部我觉得是在讲一个故事 但是邓超孙俪真的超棒
2018-10-2,金8997,1,义乌,3,5,画面太美好了
2018-10-2,杜少灬江州霸王,0,上海,4,5,期待已久的，这画面的高级感无敌了，真心的不错。还有就是超哥的演技，很在线。
2018-10-2,amanda8002,0,烟台,3,4,电影好似成熟的蜡美人，好看，但也禁止于好看。故事已经讲尽了，完全没留余地。看的时候紧张过瘾，看完已经没有可回味或者思考的点。感官调动的极为充分，内心确不容易有感动或者共鸣。邓氏夫妇的演技满分，关晓彤，郑凯都被调度出了最高能量。至于人性，太庸常的表述，导演很会讲故事，还有，水墨画面一定惊艳我们，一部电影纯止于感官享受也不能算是问题，毕竟进电影院又不是去修书论道，也是一种风格类型，在这个领域内没啥大毛病。别硬撑着，说自己是灵魂电影就好
2018-10-2,不负相逢zy,0,西安,2,5,刚开始剧情不够紧凑，但后来很棒，大爱
2018-10-2,禾人,0,蚌埠,3,5,怎么说呢，以前张艺谋的电影空有华丽的皮，现在这部影渐渐也有了骨头。
2018-10-2,顾勋sehun,2,郑州,3,5,影片最后留了一个悬念
2018-10-2,awU467501949,1,南京,3,2.5,看的想睡觉，前期一直睡，后期还好吧
2018-10-2,骑猪猪逛街去,0,郴州,3,2.5,真的是不知道如何评论，看的不知趣味，除了特效以外，其余不做评论，毕竟是大导演的手笔，可谓是：外行看味道，内行看门道。就当是陪女朋友打发一下时间。
2018-10-2,冰之灸点,1,武汉,2,4,"张艺谋导演一向以大胆使用颜色著称。红高粱中的高粱，满城黄金甲中的菊花。这是这个电影里面，用中国传统的水墨画为主要基调。故事情节也波澜起伏，非常不错。
        男主角邓超一人饰演两色，演技极大提升。"
2018-10-2,不过还好吧,0,广州,3,3.5,有点压抑。还行
2018-10-2,明成佑Y,0,广汉,2,4.5,还不错，声效太好了，感觉血腥
2018-10-2,神马天国574,1,无锡,2,3,一点精彩的镜头都没有
2018-10-2,晃晃悠悠,2,沂南,2,5,😍😘这一次都是我喜欢的演员，超级给力的一部影片
2018-10-2,Hare。。,0,珠海,3,4.5,中国风十足的好电影，剧情以三国荆州为背景，很符合中国古人的运筹帷幕，就是感觉剧情还是有点欠缺，不可否认的好电影，票价回本
2018-10-2,彭老爷123abc,0,南京,3,4.5,"老谋子的又一神作！每个镜头都把东方审美发挥到淋漓尽致！琴瑟和鸣、水墨沙场、阴阳太极，将东方哲学与中国社会的权谋、权术融为一体。架空的历史让整个故事不可思议地有了一点魔幻现实主义的味道，像一个简洁的模型，更鲜明地突出了人性与社会秩序之间的关系（尽管是以牺牲部分逻辑的严谨性为代价）。
ps：三石弟弟该练练台词了[允悲]"
2018-10-2,huangxiang7736,1,上海,2,4,还能看，故事主题没有
2018-10-2,我不管我自己,1,成都,2,5,还有国民闺女，感觉这个古装还不错的呀。
2018-10-2,银优老婆,0,天津,1,3.5,还好吧，比较血腥
2018-10-2,saber999,2,台州,2,5,影，这个片子一开始是冲着邓超夫妇去的，看了之后完全是惊艳，影，真的是可怜，完全不能有自己的想法，就是一个行尸走肉，夫人想必是怜惜影子的，我觉得影对夫人有爱的。王千源郑凯演技也是炸裂的，吴磊，关晓彤，年轻一辈都很不错。赞赞赞！！！
2018-10-2,Anler0226,0,呼和浩特,2,4.5,稍微感觉有点没头没尾，但总体还是非常不错的，值得观看😄
2018-10-2,kAO620424731,1,广州,2,5,值得一看，好评
2018-10-2,誰自顾自的走丶,2,西安,1,5,水墨风格很喜欢，演员演技也都特别好，剧情有吸引力，看完意犹未尽。
2018-10-2,FyO1516796,2,金华,4,4.5,虽然也有部分人在骂，但是还是要给导演，编剧，演员，画面点赞。一千个人眼中有一千个哈姆雷特，我的直观感受告诉我，电影不错，这就够了。郑凯，关晓彤，吴磊这里面的演技都还可以，可惜碰上了超俪夫妇还有胡军，演技就被他们按在地板上摩擦了。张导用心了，邓超演技超越了，孙俪发挥稳定，值得看！
2018-10-2,和人桐谷,1,内江,5,4.5,人都有自己的利益，为了利益可以变成恶魔，这是一部让人深思的电影不明白为什么口评那么差
2018-10-2,MMR686885042,0,广州,2,5,好看，画面配色好，场景真实，演员演技超棒！
2018-10-2,销魂呀,0,十堰,2,1.5,不好看。。。
2018-10-2,啦啦啦猪,1,南昌,2,2.5,还可以吧，结局猜的到
2018-10-2,JuliaFanl,2,红河,4,4.5,"老谋子的野心又回来了，看完想二刷，难得遇上喜欢的。
影片整体的水墨画风格渲染着一个国家的绝处逢生，拨动人心的琴瑟奏出人与人之间的揣测斗争。在一局又一局的连环计中，虽猜得到大逆转，但影片依旧是我喜爱的风格，感谢演员们献出的精湛表演。开头与结尾交相辉映，小艾看到的或许是不得不俯首帖耳的另一个自己，谋权生存，最后便也无择，境州亦如此。
影子，不止活得一副难以分辨的皮囊，更是活到了极致的骨子里。
特别提示：武打是一大看点，细节凸显淋漓精致，但不适合儿童观看。"
2018-10-2,Cy67387325,1,杭州,2,5,感觉很不错！！！！！！
2018-10-2,ii花生,0,昌吉,2,5,确实好看 表达的特别好 人心 最简单也最复杂
2018-10-2,xmC630578529,0,上海,3,3.5,导演、演员都是大牌的，故事情节及画面却一般般，感觉是在玩电影
2018-10-2,蟹黄,1,厦门,4,4.5,上半段枯燥，下半段精彩
2018-10-2,张烁呀，,0,齐齐哈尔,2,5,"《影》
笔墨山水之间，
黑白
虚实
攻防
真假
权谋
情仇。
每一帧都是一幅画
五个字
张计谋牛逼。 ​​​"
2018-10-2,平淡,0,西安,1,4.5,很好，环境不错。
2018-10-2,流年 🤔,1,哈尔滨,1,5,10星，安排了老铁，就啪雷，谋氏风格很强烈🤣
2018-10-2,凡一,2,天津,2,5,郑凯这次演的真的是太霸气了。
2018-10-2,Stephanie410,2,成都,2,5,老谋子改了以往的风格，改用水墨画的风格。很不错
2018-10-2,成,1,漳州,4,3.5,一般般……略失望
2018-10-2,li18576632154,0,启东,2,4,拍摄技术可以
2018-10-2,oOg990063642,0,都江堰,2,2.5,红红火火恍恍惚惚反正不懂   差点睡过去
2018-10-2,Jia,2,西安,3,4.5,画面美演员好，很有意境，还是喜欢我的父亲母亲
2018-10-2,雷JunYU,1,义乌,2,5,整体画面像一副古代水墨画
2018-10-2,小勋,1,沂南,2,5,都是喜欢的演员哈，真的是太棒的。
2018-10-2,无果花~,0,北京,3,4,挺好看的，邓超孙俪演的非常棒！就是有点血腥。
2018-10-2,魏海燕,2,郑州,2,4.5,画面恢宏，大幅水墨画真是太震撼了！
2018-10-2,冷冷夜夜雨雨,0,深圳,2,5,邓超演的必须支持
2018-10-2,ytH694269174,1,内江,3,5,可以，。。。。
2018-10-2,z137868161,0,广州,4,5,电影不错，特别是到后面，故事高潮迭起。
2018-10-2,喜欢跳舞的笨熊,1,成都,3,5,屏幕如水墨画般的出现，配上服饰 ，得天独厚。
2018-10-2,逛吃好心情,2,临沂,2,5,最后的剧情反转很大，过瘾
2018-10-2,熊大v柠檬茶,0,深圳,3,4,很棒很棒很棒很棒很棒
2018-10-2,LNHY05,0,郑州,3,4,刚开始有点迷，有点催眠，后边有点刺激血腥
2018-10-2,Mfo490595065,0,苏州,2,2,第一次看电影看睡着了，你们说怎么样😂
2018-10-2,YZl225568586,0,天津,4,4,深沉很难受😣
2018-10-2,王毛泽,0,泗阳,2,3,看睡着啦！！
2018-10-2,Wuli志龙小可爱呀,2,诸暨,2,5,觉得超好看  喜欢邓超
2018-10-2,嗨！,1,南阳,4,4.5,"影，我的感觉大致如下，
1.仪式感重
2.水墨山水，仿佛置身画中
3.古典的音乐音响
4.张艺谋独特的对人物的理解和构思
5.许多对比，刚与柔，阴与阳等
6.大场面，大节奏，大气势
7.影的深刻含义
总体来说，张导独特的叙事，美丽的制作魅力十足。摄影师出身的张导是一位出色的画家，也是一位讲故事的人。虽前有黑泽明导演的影子武士，但张导的影更具意义，每个人对影的理解不一，就不再多说。影片还是不错的，但比之英雄略有不足，但还是很喜欢"
2018-10-2,陆凡生,1,杭州,3,5,"画面太美了，十分给所有的工作人员，包括导演和演员。
沛良和青萍……唉，兄妹情难全。
青萍和杨平，只能说是“少年不识爱恨一生最心动”吧。
田战这个人物应该更完整的，可是在电影里少了点什么，希望能在以后放出的花絮和完整版里看到每一个人的形象。"
2018-10-2,楚不凡d,0,广州,2,5,心跳加速，后面的血腥画面看得我都快跳起来了，推荐
2018-10-2,XRY853197948,0,昆明,2,5,挺好看的!水墨风格融合周易精髓*^O^*
2018-10-2,ChanZungSan,1,北京,2,3.5,還不錯，畫風很特別，雖然情節比較簡單
2018-10-2,NqD236292566,0,北京,3,5,感觉挺不错的
2018-10-2,clarkweapon,1,郑州,2,5,好看！环境也好，座椅舒服！
2018-10-2,燃烧的泰瑞尔,0,兖州,5,5,谁才是真正下棋的人
2018-10-2,美好事物。,2,许昌,1,3.5,挺好看哈值得一看
2018-10-2,冉二姐,0,奉节,2,0.5,垃圾，再也不看张艺谋的电影了
2018-10-2,moon,2,龙口,3,3.5,我没看懂太有内涵没看懂细节太多没看懂
2018-10-2,airrule,1,北京,4,4.5,真的惊叹于张导，真正的把水墨风搬到了大荧幕之上，稍微留点遗憾还是故事有点为秀而秀的感觉。
2018-10-2,晓风33,0,西安,1,5,水墨风格耳目一新~
2018-10-2,AUS汪汪,0,重庆,3,5,画风很美，故事也不错，老人家完全没睡觉！
2018-10-2,VOz752648827,2,湘乡,3,5,很好看，只能给10分，心中值12分
2018-10-2,段惟圣,2,上海,4,4,画面美，故事结局靠猜……
2018-10-2,君Juner,0,保定,1,5,太好看啦！！！！支持恺哥！！！加油！
2018-10-2,±手里没王就别放单@,1,东营,1,5,"很好看
电影总体都很厉害。"
2018-10-2,piglet,1,杭州,5,5,有点意思，但略矫情。
2018-10-2,Gianna1030,2,深圳,2,5,演员演技都非常棒，邓超将子虞的几近癫狂而醉心权柄的垂垂老态和镜州的忍耐克制演绎的十分完美，其他演员也都是影帝影后极的表演，就是有些场面很血腥，易引起不适
2018-10-2,宫黎曼,2,北京,3,4,画面和节奏是真的好，几个主要角色的演技也是实打实得妙，不过剧情有点鸡肋，整体来说瑕不掩瑜，8分主要给张导的场景，也算中肯，不能再多了
2018-10-2,天府龙行,1,北京,2,5,把这部电影推荐给朋友们，开心。
2018-10-2,猫与猫头鹰,1,天津,3,2,所有前面的拖沓，都是为了最后的反转，但是反转惊喜不足。没有剧情支撑，画面再好看也乏味。影院不大，也就是20来人的小场，但是睡着了三个人。可怕。
2018-10-2,雪花的花,0,重庆,2,5,水墨风超强，武打戏很过瘾，超赞
2018-10-2,lapacino,0,海宁,4,5,值回票价，值得五分钟的掌声。剧情、演技、音乐、画面，无可挑剔。如要细究，唯细节有误，瑕不掩瑜。跑男家族演技如何上线，唯张导高谋。影片会部分观众引起不适，晕血者谨慎观看。
2018-10-2,Cwind灿风,0,遵义,4,5,好看  配乐真的惊呆了  超爱  画面也很好看  黑白灰红
2018-10-2,á浩,1,郑州,4,3.5,"导演将国画水墨风格融入电影，画面美！前30分钟剧情有些拖沓，后边又把人性展现一览无余。夫妻档和老戏骨演技在线，妹妹有点...嗯
只是嘟嘟左手一刀，腿上一刀，胸口剑，胸口老刀，不失血撑到称王厉害了"
2018-10-2,请叫我汤班长,0,莱芜,4,5,还可以还可以
2018-10-2,杨时二,1,北京,1,3,真国师！视觉上的刺激和机巧确实别无分店。但不是我的菜，《归来》这类才适合我，能有心思去体会演员的演技。流血、各种“被插刀”的方式也是别出心裁，但9岁、12岁小孩体会不到这种乐趣。
2018-10-2,为伊倾倒,2,赤峰,3,5,大赞超哥一人分饰两角的演技，情节足够吸引人眼球，结局太高能了
2018-10-2,响马良,0,苏州,3,5,张艺谋水平可以哈
2018-10-2,gCO980349303,0,孝昌县,2,3.5,演员演技棒！但是电影内容太无聊
2018-10-2,传奇duvy,1,天津,2,4,还不错。。。
2018-10-2,happy雪人,0,霸州,3,5,很电影很电影，艺术感很高影看了，不觉得闷啊，打的时候也蛮好看，很有创新，演员都跟好的，戏份都适合。
2018-10-2,听海的鲸鱼,1,连云港,2,5,张艺谋色彩搭配很好
2018-10-2,WNH360864458,1,上海,3,5,总体不错。值得八分以上。画面可以说前无古人了。
2018-10-2,_qqfvz1435465555,1,南昌,2,5,非常好看啊！
2018-10-2,创辉,2,沂南,2,5,期待这部影片的上映不会错过！
2018-10-2,klj79347657,2,营口,4,5,一部水墨画的电影
2018-10-2,AIM997469929,0,湘潭,4,4.5,好看，拍得很好！
2018-10-2,Rsl133066696,0,大连,2,3,一般般不好看
2018-10-2,可可2008王浩,1,重庆,3,5,老谋子的每一部电影都是艺术盛宴！超赞！
2018-10-2,欠你一句：道歉,0,蛟河,4,4,看不懂，全程懵逼状态，困，超哥给满分。
2018-10-2,bruby榊,0,江都,3,0.5,完全是花钱自找没趣，别去看了
2018-10-2,晓梦迷蝶不知梦,2,成都,2,5,我对古装动作片，一直情有独钟。
2018-10-2,eBc443811125,0,济南,2,5,它真好看啊！不过不喜欢压抑风格的人可能就会不大喜欢这种吧？但我挺喜欢的
2018-10-2,废墟之花zr,0,青岛,1,5,配乐100分
2018-10-2,ghtxh.yhd,0,南宁,1,4,国师推荐好看
2018-10-2,不会用啊0o0,0,武汉,2,5,这大概就是我演我自己我绿我自己我杀我自己吧
2018-10-2,_qq4ct1437225640,0,淮安,2,5,非常的好看 刺激
2018-10-2,FCW33983637,1,启东,2,2,太无聊不好看
2018-10-2,a7738330,2,恩平,3,5,好看，可惜又是没结局的，看完象没看完一样
2018-10-2,杨冬悦悦,2,蚌埠,3,5,起码我妈很满意
2018-10-2,yhkueng,1,重庆,3,5,好电影，值得一看
2018-10-2,DhU631968316,2,淄博,2,5,好看！真的好看！
2018-10-2,寸草春晖360,1,德州,3,4.5,画面太美了，故事情节看似简单，但曲折变化很大
2018-10-2,白云巅,0,长沙,2,5,小朋友不推荐看，哪怕你年纪比较大，内心依然是小朋友的朋友
2018-10-2,Hypnos、MRz,0,上海,3,4,"谈到张艺谋的电影，就不能不提及他对构图与美术的风格。作为美术设计出身的张艺谋，其作品对于色彩的运用，是华语影坛上的独一家。用色彩来讲故事，是他的专长。02年的一部《英雄》，在柏林电影节上大放异彩，拿下了阿弗雷鲍尔银熊。被外国影迷描述为无尽的诗意和纯粹的艺术想象。也正是这部电影在国外评论界的成功，导致张艺谋之后的所有电影都明显的带有《英雄》的影子：重色彩、轻叙事，言之无物。特别是最近几年的《长城》，则成为了中华元素无意义堆砌、体操式动作设计、完全好莱坞化叙事的中西混合怪胎。
     2018年的这部《影》分别参展了戛纳、多伦多和威尼斯的展映单元，最近还进入了伦敦电影节的主竞赛单元。《影》从第一"
2018-10-2,JEN220358055,0,伊宁,2,4,很有中国艺术感
2018-10-2,喂！~William,1,上海,3,2.5,"水墨山水画也好，阴暗的主色调也罢，和“影”相衬想法蛮好，然鹅没有光又哪里有影呢

至少让我做两个小时看这部电影我觉得不值，就酱"
2018-10-2,喜新恋旧哈,0,合肥,2,5,值得看一看的
2018-10-2,只划水不出力VIXX,1,汕头,3,2.5,作为一个电影平民评价，看着真不觉得精彩
2018-10-2,JQp468982160,2,上海,4,3.5,说实在的，不是很看得懂电影想表达的主旨是什么，假亦真时真亦假？演员的演技都还不错
2018-10-2,young52099,2,常熟,4,3,全程黑黢黢，还一直下雨，武斗动作也没有那么精彩故事情节也鸡肋，虽然演员很卖力，但是散场时候骂声一片。
2018-10-2,hui200311,0,武汉,2,5,值得一看，快去吧！
2018-10-2,呐!,1,顺德,3,5,好看。最后大反转。
2018-10-2,anL263880613,0,安丘,1,5,还好还好哈还好还好哈还好还好哈哈哈哈哈
2018-10-2,zlQ769599112,0,长春,5,4,还行，风格迥异
2018-10-2,许剑萍,2,金华,1,5,大气好看！！
2018-10-2,小小小丶尛安,2,招远,4,5,好。。。。。。。
2018-10-2,惊鸿一现,1,大邑,6,4,雨水为主，水默色调的影片！张艺谋的电影总能给人留下许多深刻的片段！
2018-10-2,玉水明纱668,0,克拉玛依,2,5,今天刚刚看了《影》觉得真的不错，剧本，摄影，原声音乐，服装造型，美术，演员表演都很棒！金马奖提名的12项奖项真是是实力所得，总之这部电影值得一看，这是属于我们民族自己的中国风电影！
2018-10-2,MT13843243322,0,吉林,3,4,先看了很多人的网友评论，又看到评分8.3估计跟预计的差不多，这个电影适合有点社会阅历比较多的人看，看热闹的几乎都没有啥感觉！张导的电影向来都是在画幅画，大家一起看，不同角度能看出不同的程度！
2018-10-2,hunni,2,玉林,3,4,还不错...
2018-10-2,kellyzgt,2,深圳,2,4.5,演员们演技在线 故事讲述完整精彩！视觉很美
2018-10-2,哈哈叉,0,马鞍山,2,4,有点血腥   。。。。。
2018-10-2,A        沐白,1,佳木斯,3,4.5,看一半停电了
2018-10-2,HBa184702884,1,大连,3,4.5,套路很深，演员的演技真的棒，略血腥，不适合小朋友看
2018-10-2,老贼爱电影,1,北京,2,5,这部影片太好了，相信特别精彩。
2018-10-2,nephele927,0,北京,3,2.5,**大于故事，画面是美的，但演员用力过猛，是我大东吴黑的最惨的一次
2018-10-2,程子琪319,2,天津,3,3,非常一般 睡着了好几次
2018-10-2,too few to mention,2,荆州,2,5,"完美。我就喜欢这样的片。
这波双杀十分自然完美，走上人生巅峰。
夫人最后怎么了？"
2018-10-2,Mr.Stphen,1,包头,2,5,画风很好 演技在线
2018-10-2,泡芙,2,信阳,3,4.5,老谋子这几年的电影都很注重画面感，这次的影画面感冲击感也很强，水墨丹青，中国风，但是一整部电影布景，画面，人物服饰，都是这样的感觉，一两个小时难免会有点视觉疲劳，有好有坏，但是还是支持老谋子，没有一味的追求票房，拍流量电影，演员还是在线的，开放式的结局也算亮点，最后每个人物关系都是支离破碎的，都没有得到自己想得到的，最后剩下境州，小艾，田战三个人，看似可以和平下去的关系，其实都暗藏着杀机，个人观感。
2018-10-2,Vtr145095448,0,丹阳,3,4,画面是很美，孙俪和邓超的演技也不错，张艺谋把人性剖析的很彻底。个人感觉有点血腥。不适合儿童观看。
2018-10-2,rzzero,1,日照,3,5,看了篇散文，总体还是不错的。
2018-10-2,尧叁筝,2,萍乡,2,5,很好看很好看，特效强大！！！！内容人物都很丰富。
2018-10-2,李佩西,1,北京,4,4,画风不错，剧情感觉苍白了点儿
2018-10-2,TAEYANGMAYDAY,0,武汉,1,4.5,挺好看的呀！真的真的超级喜欢水墨画样的画面感，以及武侠的打斗环节，入我心了。
2018-10-2,alair安答,1,南宁,2,4,看了开头十几分钟，心里就开始安定下来了。这回有了。
2018-10-2,qzuser2295,0,南京,3,5,牛逼牛逼牛逼
2018-10-2,袁凯,0,深圳,2,0.5,演的什么啊。。
2018-10-2,IXK118482052,0,赣榆,2,5,导演，演员给力，喜爱，去看！
2018-10-2,戾消,1,吉林,5,4.5,反转不错，中国电影越来越好了
2018-10-2,我真的是苏理,0,柳州,2,4,张艺谋近年来最好看的电影
2018-10-2,岚岚凤,2,泰兴,2,3.5,水墨风是特色。但水墨风格加上整体剧情看得人太压抑了。
2018-10-2,聪明呱呱呱,2,天津,1,4.5,最近一直在打卡这种类型的电影 超喜欢 
2018-10-2,Joshua,0,北京,4,1.5,张艺谋的片子开始老套了，没有什么吸引眼球的点，除了卖弄自许的什么元素，就没有别的了。以后他的片子不能看了。
2018-10-2,冷东白告,1,丹东,1,5,《影》 作为一部古装剧，融入了黑化这一元素，本是“影子”的主角在结局的黑化令人略感惊讶，不得不佩服邓超与孙俪精湛的演技，果然是男女合作，干活不累
2018-10-2,BIn512295520,0,天津,3,1,完全没懂这部电影的背景究竟是啥？也没懂张导想讲些啥，可能阅历不深吧
2018-10-2,枝上雀,0,广州,3,4,挺不错的一部电影，剧情令人深思。
2018-10-2,微云淡河汉6,0,西安,1,4.5,一个对创作者包容的环境才能更多的激发创作者的变化思维，才能做出更多的可能性，对于一个地位已经很高的导演来说，能一直的尝试实验不同的风格不同的电影累心本身就是一种成功，而且这个尝试是非常成功的，给张导点赞必须。真的很高级的美感，电影整个都是水润润的，很江南……
2018-10-2,恒粳米,0,恩平,3,5,美！！！！！！！
2018-10-2,炎逍之忆,1,广州,4,3.5,不错，没惊喜没大缺陷
2018-10-2,戴思忑尼,2,广州,2,5,个人觉得张艺谋拍的电影里面的意义，还真是一般人很难懂。
2018-10-2,CMo616482508,0,北京,3,2.5,因为演员的原因，从一开始就出戏了，不过画面确实很唯美。
2018-10-2,草莓味仙女💕,0,芜湖,1,4,感觉很不错的
2018-10-2,epn920915818,0,阆中,2,5,太好看了   吹爆
2018-10-2,datiane,1,惠阳,1,3.5,小孩不太适合，大人看看也就算了。
2018-10-2,冰糖茶叶蛋,2,杭州,2,5,这么棒的作品能够得到很多人的支持。
2018-10-2,BEST,0,宁乡,2,4,这部电影OK的
2018-10-2,applecui1985,0,哈尔滨,4,5,一场权谋的战争，影片画面、演员的服饰都充满水墨，与影片中的太极完美融合在一起。故事最后朝堂戏充满反转，也引人对人性的思考。张艺谋就是张艺谋。演员都很在线，尤其是邓超，一人分饰两角，把真子虞的病入膏肓拿捏得非常准。
2018-10-2,:）,2,北安市,3,2.5,全程无尿点，血腥暴力
2018-10-2,笙箫大仙.,1,拉萨,3,5,这部剧就佩服青萍
2018-10-2,伪善假面,2,深圳,2,5,这部作品的演员阵容也是非常强悍的，我很喜欢。
2018-10-2,sSn523006374,1,阜阳,4,2.5,"老谋子是拍不出什么新花了 千篇一律的东西拿出来再加个热  就成了《影》。突然发现老谋子拍的几乎都是弘扬人性丑恶的电影,没有一个充满正能量的作品！可以申请退票吗？"
2018-10-2,JQD468436679,0,重庆,3,3,够难看，真心话
2018-10-2,暴力冬季,2,成都,2,5,张艺谋是中国的一位优秀导演。
2018-10-2,ct970533,0,靖江,3,3.5,场景，特效震撼无可挑剔，邓超演技爆棚，但故事情节没啥意思。
2018-10-2,FXf408476777,0,上海,4,1,一部不想看的烂片
2018-10-2,lwf148302387,0,常州,2,5,要认真看，用心看
2018-10-2,国图,2,西安,2,5,这一次这部影片有邓超，孙俪两大实力派演员作证
2018-10-2,烽小小,0,玉环市,4,0.5,垃圾，张艺谋丢了国家的脸
2018-10-2,领远徐景,2,南京,2,5,里面有我最喜欢的郑恺，要为他着迷
2018-10-2,k111410,1,长沙,2,5,完美，不愧大师
2018-10-2,Jennifer1017,2,上海,3,5,无与伦比的视觉盛宴，融合了水墨丹青、架空三国、琴瑟和鸣、太极八卦、至阴至阳等多重中国风元素，多年未见如此佳作。画面、剧情、演技、配乐、创新几乎无可挑剔，必须满分好评！
2018-10-2,tom0213,1,溧阳,3,4,值得一看。邓操演的很可以。
2018-10-2,Jpo862369423,0,南昌,1,5,一个人看的，好电影，好制作，好演技，好用心，值得一看。但不适合和家人国庆来看，铺垫太长，氛围太过阴郁，太血腥，真的家人组团的话还是去看点搞笑刺激的爽片。
2018-10-2,0.0舒0.0,0,南充,2,4,我理解的是，人一定要好好的对待自己的影子，若是众叛亲离，可能有一天，影子会代替你活着，而你只能是影子了。有内涵，却让人看不懂
2018-10-3,GSP841014259,0,重庆,2,4.5,黑白主题，古风，画面很精彩!
2018-10-3,beicande052,0,无锡,4,3.5,一般般  没什么意思
2018-10-3,想地球的兔子,1,成都,3,5,超级棒，影片的剧情，质感，视效，声效都很出色，能拍出国产大片的还得看国师啊
2018-10-3,吞掉上弦月的狮子,2,株洲,4,3,只能说这大概是张导又一次“视觉尝试”吧。可是剧情台词是一如既往的差。国师关于人性、命运、政治的理解都乏善可陈。
2018-10-3,leo暮,0,郑州,3,5,水墨中国风太好看了!!!视觉听觉盛宴!!!
2018-10-3,黄丫丫,0,益阳,1,4.5,"电影如一幅水墨画轴徐徐展开。场景布置和演员服饰五一不体现了导演的精心设计，两者浑然一体，给人以美的视觉感受。
人物形象各具特色，相互村托，十分鲜明。如荒淫无度、迷恋权斗的主公和腹黑阴暗，野心勃勃的子虞……
男人的争霸中，以孙俪和关晓彤为代表的女性为电影增色不少，她们对自由和爱情的追求令人肃然起敬。不同男人之间的血腥暴力，女性阴柔但骨子里也有刚烈！
每个人都有欲望，每个人都会有阻碍实现自身欲望的敌人。杀戮和消失是那个年代的答案……"
2018-10-3,MPk737424526,0,商水县,2,3.5,还可以还可以
2018-10-3,UgH586575316,1,长沙,2,0.5,看不懂在干嘛
2018-10-3,丁丁丁乐乐,0,平阴县,2,4,感觉挺好的，不过可能是因为前期剧透太多了，感觉没有那么惊喜。而且吧太血腥了emmm
2018-10-3,绝世武神t,1,马鞍山,3,4,一般般吧！继续努力
2018-10-3,michael张275,0,深圳,2,0.5,真辣鸡的电影没有之一
2018-10-3,Keavan,1,上海,2,2.5,故事缺乏新意。。
2018-10-3,Moanin,1,成都,3,2.5,好大喜功，没有良好的剧本支撑
2018-10-3,葛思岐,1,武汉,2,4,给这个分数可能是因为只看懂了百分之八十，张导的作品还是需要不断积累自己的只是才能看懂啊
2018-10-3,A00000.58同城😘 张恒,1,鄱阳,3,5,不错不错，很喜欢
2018-10-3,zJe144261414,0,烟台,2,0.5,全nm水军推手
2018-10-3,拉拉。,1,深圳,4,4,还不错、后面的情节比较喜欢
2018-10-3,zkshuai,0,昆明,3,3.5,故事太简单，太血腥！
2018-10-3,ERz686696328,0,汕头,2,4,故事线清晰，易懂，环环相扣，不到最后都不知道谁是谁的棋子，画面也好看，通过黑白表现更能让人去感受各种角色，演技，赞
2018-10-3,akx698956200,1,任丘,4,5,不错不错不错。。，。。
2018-10-3,格拉斯迦,0,南京,4,0.5,烂片无烂之烂
2018-10-3,TqU589205029,0,长兴,3,5,超级值得！邓超夫妇演技炸裂！！很高级的电影 水墨风很震撼。全程无尿点 炸了炸了！！太好看了
